Study_Date,Location,Species,Run,Tissue,Thiamin_conc,Thiamine_units,N,N_survive,N_mortality,Percent_survive,Percent_mortality,Time_of_mortality,Follow_up_period,Time_Units,Reported_LC50,Reported_EC50,Title,DOI,Notes,location_type,Latitude_DD,Longitude_DD,Location_label,Species_label,Run_label,Tissue_label,Title_label,Study_Date_start_label,Study_Date_end_label
1994-2010,Finland,Atlantic salmon,NA,egg,0.27358,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.2896,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.30462,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.34569,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.44516,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.05961,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.06231,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.14722,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.2457,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.3164,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.32863,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.37768,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.39728,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.42589,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.15584,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.16813,nmol/g,984,NA,NA,NA,100,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.49882,nmol/g,984,NA,NA,NA,99,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.26008,nmol/g,984,NA,NA,NA,99,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.15984,nmol/g,984,NA,NA,NA,99,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.37293,nmol/g,984,NA,NA,NA,98,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.31242,nmol/g,984,NA,NA,NA,98,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.27531,nmol/g,984,NA,NA,NA,98,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.30462,nmol/g,984,NA,NA,NA,97,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.32043,nmol/g,984,NA,NA,NA,97,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.27706,nmol/g,984,NA,NA,NA,96,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.32043,nmol/g,984,NA,NA,NA,95,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.42054,nmol/g,984,NA,NA,NA,95,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.3753,nmol/g,984,NA,NA,NA,95,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.19322,nmol/g,984,NA,NA,NA,94,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.43131,nmol/g,984,NA,NA,NA,94,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.3164,nmol/g,984,NA,NA,NA,93,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.39477,nmol/g,984,NA,NA,NA,93,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.30462,nmol/g,984,NA,NA,NA,92,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
1994-2010,Finland,Atlantic salmon,NA,egg,0.34351,nmol/g,984,NA,NA,NA,92,NA,NA,NA,0.47,NA,Model for estimating thiamine deficiency-related mortality of Atlantic salmon (Salmo salar) offspring and variation in the Baltic salmon M74 syndrome,https://doi.org/10.1080/10236244.2021.1941942,NA,approximated,63.2467777,25.9209164,FINLAND,ATLANTIC SALMON,MISSING,EGG,MODEL FOR ESTIMATING THIAMINE DEFICIENCY-RELATED MORTALITY OF ATLANTIC SALMON (SALMO SALAR) OFFSPRING AND VARIATION IN THE BALTIC SALMON M74 SYNDROME,1994-01-01,2010-12-31
